"art_codigo","art_nombre","art_subgrupo","art_empresa","art_medida","art_tarifa","art_descripcion","art_tipoarticulo","art_tipodestino","art_tarifa_consumo","art_referencia","art_econ_codigo","art_estado","art_gravado","art_img_nombre","art_img_ubicacion","gru_id","tip_id","art_tienetarifacondicionada","art_nrouvt_tarifacondicion","art_tarifacondicionada","econ_id","tir_codigo","art_dia_sin_iva","artdpto_id","art_peso","art_tarifa_consumo_esp","art_tarcons_mayorvlriva","art_flete"
"2497",Tapa Domo Para Vasos 8 Oz  X 100 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2497","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2498",Mayonesa Bary X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439001087","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"2499",Salsa De Tomate Bary X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439001070","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"2502",Bettercreme Sabor Nata Richs X 1 Kg,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708992004794","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2503",Bettercreme Supremo Richs X 1 Kg,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709990794687","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2504",Bettercreme Fresa Richs X 1 Kg,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708992004763","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2505",Bettercreme Dulce De Leche Richs X 1 Kg,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709008387795","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2506",Bettercreme Chocolate Richs X 1 Kg,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709990087819","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2523",Lina Vainilla Negra 500Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2523","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2527",JUGO DEL VALLE FRUTAS CITRICAS X 200 ML,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2527","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2528",Vasos Super Practico Desechables 9 Ozx50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183382095","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2529","Tapas Para Vasos Troforma 5,5 6 Y 7Ozx50",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183065073","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2536",Vino Sanson Maestro 750 Ml,2057,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7702129012034","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2537",Frescavena Vainilla Quaker X 400 Gr,1855,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7702193502226","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2538",Huggies Pañales Etapa 3 G X 30 Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702425801547","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2549",Nectar California Manzana X 900 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702617021425","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2550",Milo Sobre X 25 Gr,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702024185246","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2551",Dersa Bicarbonato Manzana X 1000 Gr,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702166004023","",Activo,true,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2552",Aceitunas Verdes Deshuesadas Selecto X 40,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707855874796","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2553",Alcaparras En Vinagre Selecto X 230 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707741290518","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2560",Frutiño Uva Sobre X 18 Gr,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354032425","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2564",Cucharas Chef Choise X 100 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175541194","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2565",Mezcla Dulce Arepas De Choclo Pan X500Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702084137551","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2566",Avena Molida Quaker X 400 Gr,1855,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7702193103102","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2576",Varsol Puro 100% X 800 Ml,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708749563512","",Activo,true,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2580",Gelatina Sin Sabor Vallelindo X 500 Gr,2071,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","7709990337853","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2584","Rodillo Pastelero Profesional 40 Cm X 3""",2001,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2584","",Activo,true,"","",1587,568,false,,,3637,NOAPLICA,false,,,,false,
"2585","Rodillo Pastelero Profesional 35 Cm X 3""",2001,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2585","",Activo,true,"","",1587,568,false,,,3637,NOAPLICA,false,,,,false,
"2586",Aji Picante La Junior X 360 Ml,1855,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7700658000072","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2587","Tapa Molde Junior 12,5X9,5 Darnel X 8 Oz",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2587","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2589",Color Fleischman Caramelo X 650 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2589","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2590",Capacill Color Sugarcraft # 3X25Udx40Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2590","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2591",Capacill Color Sugarcraft #4X25Udx40 Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2591","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2592",Capacill Color Sugarcraft #5X25Udx40 Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2592","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2593",Capacill Blanco Sugarcraft #3X25Unx40Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2593","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2594",Capacill Blanco Sugarcraft #4X25Udx40Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2594","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2595",Capacill Blanco Sugarcraft #5X25Udx40Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2595","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2596",Blonda Redonda Dorada # 15,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2596","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2597",Blonda Redonda Plateada # 15,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2597","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2600",Quesillera Con Tapa X 1 Libra X Unid,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2600","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"2601",Quesillera Con Tapa X 1/2 Libra X Unid,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2601","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"2602",Alcaparras En Vinagre Selecto X 99 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707741294752","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2603",Champinones Enteros Selecto X 280 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707897179071","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2605",Jabon Suite Avena X 24 X8G,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702538262808","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2606",Caja Pizza Blanca 24 X 24 X 3 Prexxa,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2606","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2607","Porta Perro Prexxa G. 25,1 X 13,2  X Und",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2607","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2608","Caja Tort Impre Color35X35X12Prexxa1,5Lb",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2608","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2609",Caja Pizza Impresa Color 35X35X3 Prexxa,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2609","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2610",Caja Pizza Impresa Color 27X27X3 Prexxa,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2610","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2611",Caja Tort Impre Color25X25X10Prexxa1/2Lb,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2611","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2612",Recipiente Lasaña Grande Prexxa X 500 Ud,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2612","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"2613",Recipiente Lasaña Mediano Prexxa X500 Ud,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2613","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"2614",Recipiente Lasana Junior Prexxa X 500 Un,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2614","",Activo,true,"","",1584,564,false,,,3638,NOAPLICA,false,,,,false,
"2617",Esencia Mantecado Duque X 500 Cm3,2071,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7707159002444","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2622",Arvejas Verdes Selecto X 310 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707613058574","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2623",Margarina Vegetal Selecto X 125 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707545945805","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2624",Condicampo Pimienta Molida X 20 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707189430552","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2625",Condicampo Adobo Cerdo X 25 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707189431009","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2626",Condicampo Oregano Hojas X 5 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707189430781","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2627",Condicampo Hierbas Finas Picadas X 7 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707189430903","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2628",Condicampo Sal De Cebolla X 25 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707189430163","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2629",Condicampo Guasca X 7 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2629","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2630",Vaso 6 Oz Esp Bio  Darnel X 20 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702458316995","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2631",Vaso Espumado 8 Oz Con Tapa Rigida X 20 ,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702458002324","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2634",Capacillos Dorados  # 1 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2634","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2635",Capacillos Dorados  # 2 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2635","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2636",Capacillos Dorados  # 3 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2636","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2637",Capacillos Dorados  # 4 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2637","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2638",Capacillos Dorados  # 5 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2638","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2640",Dagusto Reposteria Morada X 15 Kg,2071,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","2640","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2641",Bolsa 6 X 9 Pp X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2641","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2643",Color Caramelo Gourmet X 650 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708350073219","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2644",Esencia Banano Gourmet X 3850 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708350073752","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2645",Esencia Hinojo Gourmet X 3850 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709990515367","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2646",Esencia Ponque Gourmet X  510 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708350073400","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2647",Jabon Rexona Bamboo X 125 Gr,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702006402200","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2651",Esencia Crema De Whisky Prodisaborx500Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707373083427","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2652",Esencia Almendra Prodisabor X 500 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707373082628","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2657",Ricaceite X 900 Cm3,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708153154757","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2658",Ricaceite X 3000 Cm3,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708153154047","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2659",Milo Tetrapak 4*6 X 180 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702024059561","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2661",Fabuloso Fres Act Fresca Manzana X200 Ml,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702010311406","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"2662",Fabuloso Bebe X 1000 Ml,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702010310010","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"2663",Fabuloso Lavanda X 1000 Ml,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702010225123","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"2664",Jabon Protex Avena X 120 Gr,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702010420955","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2665",Jabon Protex Herbal X 120 Gr,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2665","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2668",Chocubierta Semiamarga Nutresa X 1 Kg,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007067361","",Activo,true,"","",1577,563,false,,,3641,NOAPLICA,false,,,,false,
"2669",Crema De Avellana Nutresa X 1 Kg,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007067644","",Activo,true,"","",1577,563,false,,,3641,NOAPLICA,false,,,,false,
"2670",Milo Sobre Mas Cont X 290 Gr,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702024154655","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2673",Detodito Bbq Super Mega X 85 Gr,1994,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702189056641","",Activo,true,"","",1583,565,false,,,3639,NOAPLICA,false,,,,false,
"2674",Detodito Natural Super Mega X 85 Gr,1994,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702189056672","",Activo,true,"","",1583,565,false,,,3639,NOAPLICA,false,,,,false,
"2677",Harina De Trigo Congelado NI X 50 Kg,2057,"901418981",g,IVA5,"",Articulo,MERCANCIA,"","2677","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2680",Chunks De Choct. Semiamargo Cord X 1 Kg,1938,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","7702007052404","",Activo,true,"","",1577,563,false,,,3641,NOAPLICA,false,,,,false,
"2681",Bandeja Drypet V135 X 200 Nd,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2681","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2682",Domos Bandeja # 1 X 100 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2682","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2683",Domos Cont Roaster X 200 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2683","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2684",Base Cont Roaster Negra X 200 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2684","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2685",Caja Para Torta Blanca X 1 Lb Bqlla,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2685","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2686",Caja Para Torta Blanca X 1/4 Lb Bqlla,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2686","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2687",Detodito Mix Super Mega X 85 Gr,1994,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702189056658","",Activo,true,"","",1583,565,false,,,3639,NOAPLICA,false,,,,false,
"2688",Esencia Queso Levapan X 500 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702014012118","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2690",Pool Limon X 400 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709990654998","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2691",Butifarra Magret Fricar X 800Gr,2120,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7700098005019","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"2692",Buñuelo Fleischmann X 12 Kg,2057,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","2692","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2693",GELATINA GELHADA MARACUYA X 40 GR,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2693","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2694",GELATINA GELHADA SURTIDA X 3 UND X 40 GR,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702014702187","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2695",Gelatina Frutiño Naranja X 40 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354030223","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2696",Esencia Coco Duque X 250 Cm3,2071,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7707159001188","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2697",Gatorade Mandarina X 500 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702192218050","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2698",Ariel Revitacolor X 500 Gr,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7500435149617","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"2699",Salsa Negra Pa Sazonar X 990 Ml,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175885274","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"2700",Gelatina Sabrimax Sabor Fresa X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2700","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2701",Gelatina Sabrimax Sabor Uva X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2701","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2702",Gelatina Sabrimax Sabor Naranja X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2702","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2703",Colorante Liquido Violeta Jg  X 60 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2703","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2704",Grasa Gradesa X 15 Kg,2071,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","2704","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2705",Balance Clinical Men X 18 Und,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702045563771","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2706",Balance Clinical Women X 18 Und,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702045563788","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2707",Encendedor Win X 25 Unid,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703252035105","",Activo,true,"","",1575,563,false,,,3637,NOAPLICA,false,,,,false,
"2708",Papel Hig Elite Max X 30 Und,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707199345419","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2709",Gel For Men Ego Attraction X 27 Ml,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702006204057","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2710",Gel For Men Ego Extreme Max X 110 Ml,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702006299923","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2711",Bolsa 5 X 8 Pp,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2711","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2712",JUGO DEL VALLE MANGO FRESA X 500 ML,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2712","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2715",Capacill Plateados  # 2 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2715","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2716",Capacillos Plateados  # 3 Paq X 10 Und X,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2716","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2717",Capacill Plateados  # 4 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2717","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2718",Capacill Plateados  # 5 Paq X 10 Und X 6,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2718","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2723",Spaghetti Doria  X 250 Gr,1855,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","2723","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2724",Lavaloza 123 X 500 Ml,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707183660566","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2725","Kola Roman X 1,5 L",1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702609001886","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2727",Ariel Doble Poder X 225 Gr,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7500435130370","",Activo,true,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2728",Acido Citrico X Gr,1896,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","2728","",Activo,true,"","",1575,563,false,,,3639,NOAPLICA,false,,,,false,
"2729",Rafia Milenio 10 Mm X 250 Mts,1966,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","2729","",Activo,true,"","",1582,563,false,,,3635,NOAPLICA,false,,,,false,
"2732",Espatula Repostera Ja181084 X Und,2001,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","6815001810848","",Activo,true,"","",1587,568,false,,,3637,NOAPLICA,false,,,,false,
